plant_name,FIPS,plant_county,plant_state,latitude,longitude,fuel_type,nameplate_capacity_MW,net_generation_MWh,NOx_tons,SO2_tons,CO2_tons,CH4_lbs,N2O_lbs,PM2.5_tons
Brunswick County Power Station,51025,Brunswick,Virginia,36.765,-77.713889,Gas,1472.2,8333358,175.444,17.544,3475136.5,126378.492,12637.849,139.0338424
Apple Data Center - Fuel Cell 1&2,37035,Catawba,North Carolina,35.588333,-81.266667,Biomass,10.5,58603,,,,1028.486,102.849,0
NCAH Central Utility Plant,19169,Story,Iowa,42.046111,-93.579444,Gas,16.5,21074.64,16.626,0.206,6341.74,240.039,24.157,0.332509383
Port Westward Unit 2,41009,Columbia,Oregon,46.178889,-123.171944,Gas,225.6,360693,4029.096,5.076,185626.652,7002.145,700.215,0.670160661
Bay View Backup Power Facility,39095,Lucas,Ohio,41.688333,-83.484722,Gas,12,655.002,8.324,0.088,352.016,14.897,1.856,0.146925783
TNSG North Plant,02185,North Slope,Alaska,70.235278,-148.383611,Gas,25.7,56413,125.556,1.198,43799.148,1652.176,165.218,2.054665798
La Luz Energy Center,35061,Valencia,New Mexico,34.616111,-106.815,Gas,84.6,19460,1.197,0.061,12026.993,445.277,44.528,0.3014385
SREC Bath LFGTE,36101,Steuben,New York,42.322263,-77.385646,Biomass,3.2,3807,0,0.661,0.001,0,0,0.28992075
Roll Delano 2,06029,Kern,California,35.739722,-119.238056,Gas,1,7616,,,,149.573,14.957,0
Roll Delano,06029,Kern,California,35.734167,-119.236667,Gas,1.1,3851,,,,69.911,6.991,0
Roll Lost Hills,06029,Kern,California,35.653056,-119.889722,Gas,1.1,4961,,,,100.374,10.037,0
Xilinx San Jose,06085,Santa Clara,California,37.252778,-121.934167,Gas,1.1,8327,,,,140.377,14.038,0
Honda Torrance,06037,Los Angeles,California,33.838056,-118.315,Gas,1.1,5834,,,,110.487,11.049,0
Juniper Networks Sunnyvale,06085,Santa Clara,California,37.406944,-122.026944,Gas,1.1,6970,,,,128.303,12.83,0
Life Technologies Carlsbad,06073,San Diego,California,33.137222,-117.286944,Gas,1.1,6977,,,,131.594,13.159,0
Taylor Farms Salinas,06053,Monterey,California,36.6575,-121.623333,Gas,1.1,4196,,,,68.656,6.866,0
G2 Energy Hay Rd,06095,Solano,California,38.314722,-121.833611,Biomass,1.6,12786,0,2.245,0,0,0,0.9851205
Charles D Lamb Energy Center,40071,Kay,Oklahoma,36.813889,-97.125278,Gas,122,110115,24.896,0.414,82063.867,2671.343,267.134,5.396254229
PWD Northeast WPCP Biogas Cogen Plant,42101,Philadelphia,Pennsylvania,39.988611,-75.083333,Biomass,5.6,34567,575.82,0.811,5120.113,758.096,75.81,2.4264555
Bradley Energy Center,09003,Hartford,Connecticut,41.927102,-72.683143,Gas,5.8,15274,130.918,0.156,5694.361,214.801,21.48,0.020558149
North Chicago Energy Center,17097,Lake,Illinois,42.306389,-87.851944,Gas,12.4,36091,32.716,0.327,11950.621,450.797,45.08,0.560616509
The Andersons Albion Ethanol LLC,26025,Calhoun,Michigan,42.256111,-84.788333,Gas,10.1,64845.88,41.386,0.571,20881.131,787.671,78.767,1.249803775
Triton East and West Cogen,17031,Cook,Illinois,41.916944,-87.845556,Gas,3.6,571,4.757,0.006,207.211,7.816,0.782,0.000748088
Rochelle Energy Center,17141,Ogle,Illinois,41.924722,-88.998611,Biomass,4.8,17157.999,0,3.211,0,0,0,1.409142029
Carbon Capture Plant,48157,Fort Bend,Texas,29.475278,-95.634167,Gas,102.7,343230,23.686,2.231,441921.156,16482.669,1648.267,29.05856484
Cold Canyon 1,06079,San Luis Obispo,California,35.186667,-120.599444,Biomass,1.5,11923,0,2.35,0,0,0,1.03100655
JBER Landfill Gas Power Plant,02020,Anchorage,Alaska,61.286,-149.61,Biomass,11.5,36898,0,6.324,8.825,0.306,0.031,2.776095
Threemile Digester,41049,Morrow,Oregon,45.71,-119.901111,Biomass,4.8,32817.999,231.296,0.307,5146.282,398.223,39.822,1.289438326
Ameresco Johnson Canyon,06053,Monterey,California,36.534167,-121.408611,Biomass,1.4,10422,0,1.867,0,0,0,0.81945885
Synergy Biogas,36121,Wyoming,New York,42.828889,-78.055,Biomass,1.4,424,19.849,0.031,0,22.33,2.233,0.07056
Central Energy Facility,45077,Pickens,South Carolina,34.679444,-82.840278,Gas,10,238,0.532,0.005,199.647,7.531,0.753,0.009365636
Hamilton Liberty Generation Plant,42015,Bradford,Pennsylvania,41.7675,-76.39,Gas,870,4779655,105.988,10.249,2030237.688,69452.325,6945.232,23.67604019
Hamilton Patriot Generation Plant,42081,Lycoming,Pennsylvania,41.180833,-76.839167,Gas,870,3970551,89.37,7.984,1581573.5,59112.764,5911.276,54.16108264
Lansing BWL REO Town Plant,26065,Ingham,Michigan,42.719722,-84.551667,Gas,98,542088,59.631,0.806,159596.651,6740.309,674.031,14.88475518
LSU Cogen,22033,East Baton Rouge,Louisiana,30.410556,-91.181389,Gas,19.6,116595,93.978,0.964,35264.134,1330.221,133.022,1.65427934
Sunshine Gas Producers,06037,Los Angeles,California,34.335678,-118.519188,Biomass,23,147974,0,30.623,0,0,0,19.74527213
Houweling Nurseries,06111,Ventura,California,34.179722,-119.083056,Gas,13.2,50579.001,585.489,0.698,25540.374,963.425,96.343,0.092207419
Red Lion Energy Center,10003,New Castle,Delaware,39.610083,-75.62974,Gas,25,194531,,,,3134.083,313.408,0
Ameresco Vasco Road,06001,Alameda,California,37.754444,-121.728889,Biomass,4.4,33161,0,5.501,0,0,0,2.41373265
Ameresco San Joaquin,06077,San Joaquin,California,38.029722,-120.929722,Biomass,4.4,30654,0,5.104,0,0,0,2.23952295
Ameresco Forward,06077,San Joaquin,California,37.883406,-121.185104,Biomass,4.4,33134,0,5.303,0,0,0,2.3267748
Collinwood BioEnergy Facility,39035,Cuyahoga,Ohio,41.555556,-81.589167,Biomass,1,3280,91.681,0.124,0,88.637,8.864,0.28008645
CBS Studio Center,06037,Los Angeles,California,34.145,-118.390833,Gas,2.4,8754,,,,174.723,17.472,0
HNL Emergency Power Facility,15003,Honolulu,Hawaii,21.336389,-157.919444,Biomass,10,678,10.416,0.021,0,44.778,8.956,0.5679045
Ector County Energy Center,48135,Ector,Texas,32.069167,-102.585556,Gas,358.8,516390,98.606,4.181,354969.172,13293.782,1329.378,7.358894834
Dart Container Corp,42071,Lancaster,Pennsylvania,40.086463,-76.17603,Biomass,11.2,47717,0,7.625,0,0,0,4.916708889
LEPA Unit No. 1,22101,St Mary,Louisiana,29.691111,-91.192778,Gas,74.1,158211,10.482,0.394,78120.477,2839.801,283.98,4.336475533
MAS ASB Cogen Plant,13121,Fulton,Georgia,33.655,-84.394444,Gas,6.6,43725,0,1.084,20817.645,722.76,72.276,2.885411493
L&S Sweetners,42071,Lancaster,Pennsylvania,40.090556,-76.145556,Biomass,3.2,22127,0,4.157,0.001,0,0,1.82427
Carty Generating Station,41049,Morrow,Oregon,45.698611,-119.813056,Gas,500,2989615,71.882,6.404,1268639.75,45942.521,4594.252,53.67288594
Montefieor Medical Center Moses Division,36005,Bronx,New York,40.881389,-73.880278,Gas,18,29899.998,126.939,1.674,15661.386,629.688,74.742,7.495703427
Stoltze CoGen1,30029,Flathead,Montana,48.3877,-114.2409,Biomass,2.8,20140,17.484,1.858,0,10484.291,1376.063,1.695086969
City of Hayward WWTP,06001,Alameda,California,37.633526,-122.139717,Biomass,2.1,9881,152.994,0.233,158.812,172.253,17.225,0.5452671
Uwharrie Mountain Renewable,37123,Montgomery,North Carolina,35.332974,-79.964939,Biomass,9.6,60706.002,0,11.056,0,0,0,4.8513528
Watervliet,26021,Berrien,Michigan,42.175833,-86.28,Biomass,4,26567,0,4.912,0,0,0,2.155549143
"Bridgeport Fuel Cell, LLC",09001,Fairfield,Connecticut,41.168056,-73.211111,Gas,16.6,106222,,,,1974.274,197.427,0
Oshkosh Foundation Rosedale Biodigester LLC,55139,Winnebago,Wisconsin,43.867778,-88.718056,Biomass,1.4,2206,52.841,0.065,0,46.257,4.626,0.14616945
Onslow Power Producers,37133,Onslow,North Carolina,34.7975,-77.543056,Biomass,2,8355,0,2.189,0,0,0,0.96065235
Bi-County Gas Producers,47125,Montgomery,Tennessee,36.540556,-87.544444,Biomass,3,13917,0,2.759,0.001,0,0,1.210603829
Halifax County Biomass,51083,Halifax,Virginia,36.701389,-78.873333,Biomass,49.9,206566,93.24,35.189,0,198612.992,26068.831,32.13019675
Montana Power Station,48141,El Paso,Texas,31.823889,-106.211944,Gas,527.2,1051590,56.398,2.96,579528.461,21919.223,2192.361,34.08733808
Hometown Bio Energy LLC,27079,Le Sueur,Minnesota,44.435556,-93.906389,Biomass,8,15241,398.32,0.53,0,379.492,37.949,1.1991672
Eagle Valley Clean Energy LLC Biomass,08037,Eagle,Colorado,39.648056,-106.943056,Biomass,12.6,88528,74.522,15.836,0,89375.403,11730.522,14.45009156
Smithfield Packaged Meats Corp.,37107,Lenoir,North Carolina,35.268333,-77.659167,Oil,9.2,1286,12.854,1.24,698.363,56.56,11.312,1.325525666
Veolia ES Blackfoot Landfill Facility,18125,Pike,Indiana,38.327222,-87.200556,Biomass,3.2,10724,0,1.891,0.001,0,0,0.8299767
Princeton University Cogeneration,34021,Mercer,New Jersey,40.341389,-74.657222,Gas,20,59133,44.553,0.458,17160.439,677.342,72.238,0.805015728
Sierra Nevada Brewing Co Hybrid,06007,Butte,California,39.724167,-121.815278,Gas,5.2,9908,7.791,0.079,2880.042,108.64,10.864,0.135105909
HTW Plant 303 COGEN,49035,Salt Lake,Utah,40.763056,-111.841667,Gas,7.4,37713,30.754,0.321,11723.757,442.24,44.224,0.549974181
One Market Plaza,06075,San Francisco,California,37.793333,-122.394167,Gas,1.5,1656,12.346,0.015,540.632,20.394,2.039,0.001951822
Water Reclamation Plant,27109,Olmsted,Minnesota,44.064722,-92.469167,Biomass,2,2715,37.504,0.055,5.342,39.74,3.974,0.125609005
Transamerica Pyramid,06075,San Francisco,California,37.795556,-122.402778,Gas,1,2312,18.182,0.021,767.788,28.962,2.896,0.002771914
Santa Rita Jail Hybrid,06001,Alameda,California,37.719167,-121.886944,Gas,6.7,12678,,,,179.183,17.918,0
Orbit Energy Charlotte,37119,Mecklenburg,North Carolina,35.2625,-80.811667,Biomass,5.2,1992,63.484,0.098,0,70.299,7.03,0.22213905
Holsum Elm Dairy,55015,Calumet,Wisconsin,44.115,-88.217222,Biomass,1.2,4872,87.702,0.129,0,92.494,9.249,0.292274354
Frito Lay Incorporated,09015,Windham,Connecticut,41.862778,-71.891667,Gas,4.6,24567,55.77,0.57,20840.092,786.123,78.612,0.977631423
Finley Buttes Landfill Gas,41049,Morrow,Oregon,45.69,-119.61,Biomass,4.8,31563,0,5.61,0.001,0,0,2.461713507
LRI LFGTE Facility,53053,Pierce,Washington,46.975556,-122.290556,Biomass,4.5,31473,0,5.656,0.001,0,0,2.481889257
ABEC Bidart-Old River LLC,06029,Kern,California,35.169722,-119.105556,Biomass,2,12192,382.468,0.558,0.001,399.351,39.935,1.2619215
Zeeland Farm Services,26139,Ottawa,Michigan,42.813056,-85.986111,Biomass,3.2,13249,178.896,0.395,0,283.014,28.301,0.8943039
Allendale Biomass,45005,Allendale,South Carolina,32.995,-81.281944,Biomass,22.5,158359,254.535,34.029,0,192052.488,25206.889,31.05077477
Dorchester Biomass,45035,Dorchester,South Carolina,33.238611,-80.450278,Biomass,22.5,154983,219.348,31.264,0.077,176448.756,23158.899,28.52799923
Oxbow Creek,42131,Wyoming,Pennsylvania,41.608611,-75.870556,Gas,43,663,10.76,0.013,466.68,17.604,1.76,0.001684428
Roundtop,42115,Susquehanna,Pennsylvania,41.657778,-76.049167,Gas,22,39803,512.72,0.608,22257.839,839.603,83.96,0.080356605
GreenWhey Energy Inc,55095,Polk,Wisconsin,45.390278,-92.1625,Biomass,3.2,5232,55.738,0.084,0,60.255,6.026,0.190401605
Beaver Dam,42015,Bradford,Pennsylvania,41.611389,-76.843056,Gas,22,53225,549.12,0.655,23977.046,904.454,90.445,0.086563385
Alpaca,42015,Bradford,Pennsylvania,41.663056,-76.805556,Gas,43,45095.001,549.858,0.653,23869.972,900.415,90.041,0.086176828
Hilton NY Co Gen Plant,36061,New York,New York,40.7625,-73.979167,Gas,1.8,10404,97.45,0.113,4115.176,155.231,15.523,0.014856851
Milan,42015,Bradford,Pennsylvania,41.894444,-76.582778,Gas,43,47976.001,588.102,0.697,25480.354,961.161,96.116,0.091990725
Richland Center Renewable Energy LLC,55103,Richland,Wisconsin,43.314444,-90.373056,Biomass,1.8,10199,237.56,0.298,0,212.968,21.297,0.672962149
Elk Station,48189,Hale,Texas,33.865,-101.843333,Gas,606,1104875.001,1808.847,18.391,672626.062,25372.568,2537.257,31.55362178
Reventure Park,37119,Mecklenburg,North Carolina,35.294444,-80.998889,Biomass,3.5,21920,0,1.818,0,0,0,0.79794335
Temple SEGF,42101,Philadelphia,Pennsylvania,39.98,-75.150556,Gas,16,1440,24.61,0.029,1070.41,40.378,4.038,0.003864465
MCAGCC Cogen Plant,06071,San Bernardino,California,34.237222,-116.054167,Gas,16.4,82330,66.374,0.663,24245.05,914.563,91.456,1.137362238
Melrose 2,27145,Stearns,Minnesota,45.676389,-94.801944,Oil,1,5,0.075,0.007,3.92,0.317,0.063,0.00744
Simonds,25017,Middlesex,Massachusetts,42.567778,-71.773889,Gas,1.8,4569.999,28.344,0.036,1316.618,49.665,4.966,0.004753333
Ameresco Dallas LLC,48113,Dallas,Texas,32.648611,-96.644444,Biomass,4.2,26799,0,4.838,0.001,0,0,2.1230622
Bristol Myers Squibb Lawrenceville,34021,Mercer,New Jersey,40.324722,-74.707778,Gas,10.9,31554,66.272,0.691,24835.234,952.834,97.701,1.183641746
Laguna Water Reclamation Facility,06097,Sonoma,California,38.368889,-122.765833,Biomass,4.4,15239,157.211,0.244,882.982,205.305,20.531,0.654083548
Akron WRF,39153,Summit,Ohio,41.153333,-81.568889,Biomass,1.8,8085.999,195.767,0.305,0,218.075,21.808,0.689102259
Eklutna Generation Station,02020,Anchorage,Alaska,61.457778,-149.351389,Gas,171,723815,8738.37,10.1,369379.297,13933.599,1393.36,1.333555606
Pine Tree Landfill Gas to Energy,23019,Penobscot,Maine,44.768611,-68.861667,Biomass,3.3,6285,0,1.232,0,0,0,0.5407101
St. Olaf StandBy Generators,27131,Rice,Minnesota,44.461111,-93.180833,Oil,4.1,70.001,1.585,0.144,81.255,6.581,1.316,0.154224849
Panda Stonewall Power Project,51107,Loudoun,Virginia,39.058056,-77.545,Gas,812,3957679,65.453,1.417,1683783.312,62507.959,6250.796,35.36542689
Southbridge Landfill Gas-to-Energy,25027,Worcester,Massachusetts,42.104444,-72.0325,Biomass,3.2,6793,0,1.306,0.001,0,0,0.5729031
DC Water CHP,11001,District of Columbia,District of Columbia,38.820556,-77.018333,Biomass,14.1,55128,107.89,1.325,0,948.48,94.848,4.403941732
Back River Waste Water Treatment,24510,Baltimore City,Maryland,39.299722,-76.494167,Biomass,3,2879,62.31,0.086,0,61.334,6.133,0.19381215
"Biomass to Energy Facility, Kauai",15007,Kauai,Hawaii,21.965278,-159.460556,Biomass,10.3,51571.36,50.146,9.706,169.667,53092.704,6969.362,0.321484829
Jameson Energy Center,20055,Finney,Kansas,37.954722,-100.830556,Gas,27.6,1217.001,18.528,0.021,782.397,29.513,2.951,0.002824657
Rariton OMP,34035,Somerset,New Jersey,40.574444,-74.648056,Gas,5.4,1473,5.813,0.007,240.791,9.083,0.908,0.00086911
Spring House,42091,Montgomery,Pennsylvania,40.183889,-75.234167,Gas,3.8,20068,253.247,0.287,10491.144,395.743,39.574,0.037875766
Wooster Renewable Energy,39169,Wayne,Ohio,40.785,-81.951389,Biomass,1,4203,126.131,0.17,0.001,121.945,12.195,0.38533845
Cove Point LNG Terminal,24009,Calvert,Maryland,38.385456,-76.409796,Gas,228.6,680636.322,84.851,5.918,1125972.004,13339.356,1333.936,72.83768644
"SC 1 Data Center, Phase 2",06085,Santa Clara,California,37.361667,-121.943611,Oil,92.7,235.991,5.045,0.48,269.568,21.832,4.366,0.51165594
Holland Energy Park,26139,Ottawa,Michigan,42.7925,-86.092222,Gas,149.4,899857,33.512,2.016,399128.875,14269.553,1426.955,6.716238214
Woodbine Landfill Plant,34009,Cape May,New Jersey,39.231111,-74.780833,Biomass,3.2,7844,0,1.683,0,0,0,0.73860885
Manatee County LFGTE,12081,Manatee,Florida,27.468889,-82.450833,Biomass,1.6,9332,0,1.453,0,0,0,0.6377301
Front Range Project,08123,Weld,Colorado,40.029444,-105.004722,Biomass,4.8,20390,0,4.192,0,0,0,1.8395874
Freeport LP Pretreatment Facility,48039,Brazoria,Texas,28.979167,-95.306944,Gas,87,8181,68.74,0.678,24807.927,935.796,93.58,1.163765655
Harvest Power Orlando,12095,Orange,Florida,28.376111,-81.590556,Biomass,3.2,21518,434.888,0.694,0,496.892,49.689,1.57014375
AgriReNew,19163,Scott,Iowa,41.691944,-90.866389,Biomass,1,4153,6.153,0.085,0,60.623,6.062,0.281483912
Portable Generator 2,38105,Williams,North Dakota,48.145,-103.6375,Oil,2,2,0.047,0.004,2.368,0.192,0.038,0.004495
Portable Generator 3,38105,Williams,North Dakota,48.145,-103.6375,Oil,2,2,0.047,0.004,2.368,0.192,0.038,0.004495
Univ Minnesota CHP Plant,27053,Hennepin,Minnesota,44.978611,-93.240833,Gas,21,132900,221.737,2.414,90013.398,3525.832,372.14,4.222626723
Wildcat Point Generation Facility,24015,Cecil,Maryland,39.719364,-76.161625,Gas,1113.6,3351020,83.227,7.033,1393063.5,51898.085,5189.808,67.46764894
Pecan Row Landfill To Electric Facility,13185,Lowndes,Georgia,30.815,-83.3625,Biomass,6.4,34128,0,6.455,0.001,0,0,2.83262385
Cogeneration 2,04019,Pima,Arizona,32.240833,-110.948333,Gas,6,41397.66,32.969,0.34,12436.152,469.112,46.911,0.044897777
Port Charlotte Energy LLC,12015,Charlotte,Florida,26.790833,-81.965278,Biomass,3,8681,0,1.652,0,0,0,0.72492315
Johnston LFG Turbine Plant,44007,Providence,Rhode Island,41.803333,-71.523333,Biomass,35.7,207790.49,0,34.031,0,0,0,21.94231478
"Hidden View Dairy, LLC",18073,Jasper,Indiana,41.032778,-87.0725,Biomass,2.1,3327,144.173,0.212,0.001,152.055,15.206,0.480484214
Verizon-Torrance,06037,Los Angeles,California,33.850556,-118.304167,Gas,1,6637,,,,127.443,12.744,0
Life Technologies - Pleasanton,06001,Alameda,California,37.643889,-121.884167,Gas,1.1,7224,,,,138.424,13.842,0
Kellogg's - San Jose,06085,Santa Clara,California,37.356389,-121.871944,Gas,1.1,6594,,,,127.674,12.767,0
eBay - South Jordan,49035,Salt Lake,Utah,40.560556,-112.047778,Gas,9.8,72065,,,,2098.668,209.867,0
Waste Mangement Redwood LFGTE,06041,Marin,California,38.160833,-122.565,Biomass,4,28261,0,5.491,0,0,0,2.4094035
Black Oak Power Producers,29229,Wright,Missouri,37.231944,-92.453889,Biomass,4,21497,0,4.914,0,0,0,2.15624745
Kings Mountain Energy Center,37045,Cleveland,North Carolina,35.2025,-81.363056,Gas,543.9,2976809,58.853,6.07,1202476.875,44528.859,4452.886,58.23785094
Middletown Energy Center,39017,Butler,Ohio,39.465,-84.347778,Gas,543.9,3329496,68.225,6.679,1323051.625,50116.536,5011.654,64.07747773
MCLB Landfill Gas to Energy,13095,Dougherty,Georgia,31.546111,-84.0675,Biomass,1.9,6920,67.579,0.14,2.367,99.986,9.999,0.315962549
Broshco Fabricated Products,39139,Richland,Ohio,40.776111,-82.568611,Gas,4.7,2964.999,4.99,0.045,1640.073,61.866,6.187,0.076937676
"The Methodist Hospital, Gas Turbine",48201,Harris,Texas,29.709444,-95.400278,Gas,5,28504,41.383,0.422,15418.66,581.617,58.162,0.723306165
Red Gate Power Plant,48215,Hidalgo,Texas,26.451111,-98.1775,Gas,224.4,434520.996,5218.512,6.203,226874.93,8558.098,855.81,0.819077709
Blue Ridge Generating,21065,Estill,Kentucky,37.741111,-83.988889,Biomass,1.6,5987,0,1.137,0,0,0,0.4987416
Backus Microgrid Project,09011,New London,Connecticut,41.542778,-72.093611,Oil,10.4,991,16.104,1.458,821.2,66.509,13.302,1.55868
Zimmerman Energy,18099,Marshall,Indiana,41.237778,-86.246111,Biomass,7.6,45764.001,0,8.654,0,0,0,3.797480285
Lennon Generating,26155,Shiawassee,Michigan,42.981667,-83.979444,Biomass,9.6,36760,0,5.638,0,0,0,2.473737993
"COC Surry LFG, LLC",37171,Surry,North Carolina,36.438611,-80.568333,Biomass,1.6,8170,0,1.405,0,0,0,0.61646655
Waxdale,55101,Racine,Wisconsin,42.709444,-87.885278,Biomass,10,46577,0,2.331,6724.406,254.853,25.485,1.650422802
East. Michigan Univ. Heating Plant,26161,Washtenaw,Michigan,42.248889,-83.628889,Gas,11.3,40191,32.256,0.342,12501.365,471.572,47.157,0.586452082
Albany Medical Ctr Cogen Plant,36001,Albany,New York,42.655,-73.7777,Gas,4.6,27594,24.807,0.255,9315.148,351.383,35.138,0.436983332
P Plant,06073,San Diego,California,32.894722,-117.198056,Gas,9.2,34422,35.34,0.364,13321.799,502.52,50.252,0.624940109
Q Plant,06073,San Diego,California,32.904167,-117.201111,Gas,4.6,34458,29.037,0.299,10946.188,412.908,41.291,0.513497537
W Plant,06073,San Diego,California,32.903333,-117.195556,Gas,4.6,35038,32.005,0.33,12064.851,455.106,45.511,0.565975625
"Bowerman Power LFG, LLC",06059,Orange,California,33.718889,-117.702222,Biomass,23.8,161788.998,0,27.573,0.003,0,0,12.09932044
Coldwater Peaking Plant,26023,Branch,Michigan,41.919444,-85.024167,Gas,12.9,5364.999,64.437,0.079,2884.413,108.805,10.88,0.010413483
BYUI Central Energy Facility,16065,Madison,Idaho,43.816944,-111.785833,Gas,5.6,39339,31.311,0.322,11839.174,451.013,45.764,0.555389044
Bannock County LFG to Energy,16005,Bannock,Idaho,42.787778,-112.365556,Biomass,3.2,8944,0,1.555,0.001,0,0,0.6822417
Apple Campus 2 Fuel Cell,06085,Santa Clara,California,37.33,-122.01,Biomass,4,19627,,,,503.349,50.335,0
Clean Fuel Dane Community Digester,55025,Dane,Wisconsin,43.217222,-89.479167,Biomass,2,11906,145.046,0.214,0,152.977,15.298,0.483396091
Southeast Berrien Generating Facility,26021,Berrien,Michigan,41.808611,-86.323889,Biomass,4.8,28794,0,4.778,0,0,0,2.0964405
Monterey Diesel Generation Facility,51091,Highland,Virginia,38.421389,-79.591389,Oil,6,286,4.35,0.391,220,17.818,3.564,0.417569991
Clinton LFGTE,17039,Dewitt,Illinois,40.120833,-88.961111,Biomass,3.2,20227,0,3.557,0.001,0,0,1.5608754
Stillwater Energy Center,40119,Payne,Oklahoma,36.161944,-97.036944,Gas,56.4,44132.001,562.152,0.662,24213.861,913.387,91.339,0.087418358
Nelson Gardens Landfill Gas to Energy,48029,Bexar,Texas,29.33,-98.66,Biomass,4.4,15018,0,3.896,0,0,0,1.7095218
CII Methane Management III LFG Plant,13059,Clarke,Georgia,33.925556,-83.263889,Biomass,1.6,6390,0,1.252,0,0,0,0.54922875
SPI Anderson 2,06089,Shasta,California,40.472283,-122.324205,Biomass,30.2,160856,54.329,10.849,90.519,61218.922,8034.877,9.914893327
Washington City Electric Generation,49053,Washington,Utah,37.155,-113.439167,Gas,6,989.001,7.803,0.009,329.568,12.432,1.243,0.001189829
City of West Plains Power Station,29091,Howell,Missouri,36.748611,-91.868611,Gas,47.4,1629,3.013,0.03,1499.628,85.841,12.975,0.070349192
Sarasota County LFGTE Facility,12115,Sarasota,Florida,27.203,-82.387,Biomass,6.4,38331,0,8.087,0.001,0,0,3.54880785
Wake County LFG Facility,37183,Wake,North Carolina,35.674,-78.854,Biomass,9,49572.99,0,9.288,1250.191,130.214,26.043,4.220546572
"Shell New Energies, Junction City",41039,Lane,Oregon,44.183526,-123.200454,Biomass,1.6,640,1.39,0.017,0,12.375,1.237,0.057458002
Sand Valley Power Station,01049,Dekalb,Alabama,34.343875,-85.866103,Biomass,4.8,27918.999,0,6.48,0,0,0,2.843266707
"CII Methane Management IV, LLC",37101,Johnston,North Carolina,35.511903,-78.433794,Biomass,1.6,9810,0,1.791,0,0,0,0.78583995
Framingham State University Plant,25017,Middlesex,Massachusetts,42.297949,-71.436065,Oil,3.3,97.999,0.318,0.029,16.497,1.336,0.267,0.031310156
CML&P Generating Facility No. 2,20125,Montgomery,Kansas,37.092977,-95.585154,Gas,56.1,65204.001,807.861,0.951,34797.287,1312.611,131.261,0.125627287
Bull Street Plant,45075,Orangeburg,South Carolina,33.489767,-80.870272,Gas,2,10.78,0.044,0.001,16.598,0.626,0.063,0.000778642
Substation 20 Plant,45075,Orangeburg,South Carolina,33.440183,-80.8417,Gas,2,46.06,0.136,0.001,50.555,1.907,0.191,0.002371568
Glades Pike Generation Plant,42111,Somerset,Pennsylvania,40.00665,-79.041035,Biomass,6.5,15996,0,2.659,0,0,0,1.2503016
Oregon Clean Energy Center,39095,Lucas,Ohio,41.667928,-83.443664,Gas,1061.5,5492860,99.492,10.976,2174354.75,81758.481,8175.848,51.08788281
Carroll County Energy,39019,Carroll,Ohio,40.60441,-81.05918,Gas,832.3,5201771,106.965,11.373,2252940.125,80004.599,8000.46,14.07560962
BioTown Ag,18181,White,Indiana,40.765611,-86.879682,Biomass,6,38659.002,754.237,1.149,0,821.996,82.2,2.597450774
Waynoka Gas Processing Plant,40151,Woods,Oklahoma,36.651,-98.7656,Gas,3.9,19554.999,252.141,0.302,11048.88,416.782,41.678,0.039889338
Croda Atlas Point CHP,10003,New Castle,Delaware,39.693333,-75.543056,Biomass,4.2,9812.001,0,0.849,0,0,0,0.372611856
"Fremont Community Digester, LLC",26123,Newaygo,Michigan,43.45965,-85.9761,Biomass,5.8,5320,69.113,0.102,0,72.894,7.289,0.230338427
Orchard Hills Renewable Energy Station,17141,Ogle,Illinois,42.1424,-89.079,Biomass,16.2,15481.998,0,2.893,0.001,0,0,1.269411179
Industrial Plant,02110,Juneau,Alaska,58.367635,-134.60802,Oil,41.7,318,3.297,1.84,595.241,48.209,9.642,0.062901568
Chicago West Side Energy Center,17031,Cook,Illinois,41.870751,-87.678378,Gas,3.5,18121,16.954,0.169,6192.782,233.602,23.36,0.290510235
Amazon San Bernardino,06071,San Bernardino,California,34.088408,-117.245839,Gas,1.1,6823,,,,123.417,12.342,0
IBM Southbury,09009,New Haven,Connecticut,41.472492,-73.207043,Gas,1.1,6412,,,,103.388,10.339,0
Maxim,06085,Santa Clara,California,37.405689,-121.949416,Gas,1.1,7172,,,,135.708,13.571,0
Pixar - Emeryville,06001,Alameda,California,37.83286,-122.284003,Gas,1.1,7267,,,,134.784,13.478,0
Starbucks - Evolution Fresh,06071,San Bernardino,California,34.093684,-117.551044,Gas,1.1,6640,,,,127.577,12.758,0
Yahoo! - HQ,06085,Santa Clara,California,37.415419,-122.025747,Gas,1.1,6452,,,,127.727,12.773,0
Munster Landfill Gas-to-Energy,18089,Lake,Indiana,41.524386,-87.509067,Biomass,1.1,3081,0,0.926,0,0,0,0.4063374
Mountain Home Energy Center,47179,Washington,Tennessee,36.309609,-82.377504,Gas,6.8,17578,210.337,0.776,10707.823,350.138,37.476,12.43676707
Dairyland WTE Plant,55009,Brown,Wisconsin,44.540115,-87.805587,Biomass,1.4,5960,198.486,0.244,0,174.457,17.446,0.55127205
Wolf Hollow II,48221,Hood,Texas,32.337679,-97.734612,Gas,1231.2,6399049,99.987,12.947,2564667.375,99465.773,9946.577,156.9675113
Granby LFG,25015,Hampshire,Massachusetts,42.227281,-72.547189,Biomass,3.2,8341,0,2.147,0.001,0,0,0.94235085
